Timestamp, Quality, Angle, Distance, Acceleration X, Acceleration Y, Acceleration Z, Orientation Pitch, Orientation Roll, Orientation Yaw
0.329, 15, 273.92, 812.25, 0.53, 0.12, 0.66, 321.65, 10.29, 48.52
0.465, 15, 143.19, 355.5, 0.63, 0.09, 0.66, 321.57, 10.33, 48.46
0.498, 15, 144.30, 347.75, 0.51, 0.00, 0.66, 321.62, 10.47, 48.35
0.531, 15, 146.09, 339.5, 0.55, 0.04, 0.65, 321.69, 10.50, 48.37
0.556, 15, 147.62, 332.25, 0.57, -0.00, 0.65, 321.68, 10.43, 48.48
0.584, 15, 149.61, 325.5, 0.62, 0.08, 0.67, 321.61, 10.41, 48.46
0.610, 15, 186.30, 265.75, 0.56, 0.10, 0.66, 321.64, 10.48, 48.47
0.643, 15, 187.42, 266.0, 0.55, 0.03, 0.66, 321.71, 10.46, 48.56
0.676, 15, 190.11, 266.25, 0.54, 0.03, 0.66, 321.66, 10.37, 48.66
0.703, 15, 190.59, 266.75, 0.60, 0.05, 0.66, 321.52, 10.31, 48.70
0.736, 15, 191.98, 268.5, 0.57, 0.05, 0.66, 321.53, 10.44, 48.60
0.774, 15, 194.03, 269.5, 0.56, 0.00, 0.65, 321.58, 10.46, 48.59
0.806, 15, 195.55, 270.75, 0.77, 0.06, 0.65, 321.58, 10.48, 48.68
0.834, 15, 196.56, 272.5, 0.57, 0.05, 0.67, 321.56, 10.50, 48.72
0.867, 15, 197.83, 274.25, 0.61, 0.02, 0.67, 321.56, 10.48, 48.73
0.893, 15, 313.41, 648.75, 0.53, 0.02, 0.67, 321.64, 10.41, 48.82
0.925, 15, 314.94, 631.5, 0.62, -0.02, 0.66, 321.61, 10.35, 48.92
0.958, 15, 316.53, 611.0, 0.57, 0.06, 0.67, 321.54, 10.36, 48.89
0.983, 15, 318.08, 591.0, 0.48, 0.01, 0.66, 321.52, 10.42, 48.81
1.013, 15, 319.58, 579.25, 0.65, -0.02, 0.64, 321.57, 10.34, 48.87
1.046, 15, 321.25, 563.25, 0.62, -0.15, 0.65, 321.56, 10.29, 48.91
1.083, 15, 322.56, 549.75, 0.56, 0.05, 0.66, 321.58, 10.38, 48.79
1.117, 15, 324.16, 539.5, 0.65, -0.00, 0.66, 321.61, 10.46, 48.72
1.150, 15, 325.92, 530.25, 0.60, 0.07, 0.67, 321.58, 10.42, 48.76
1.181, 15, 81.53, 992.0, 0.59, 0.06, 0.67, 321.50, 10.34, 48.80
1.215, 15, 83.05, 986.5, 0.67, 0.04, 0.67, 321.51, 10.33, 48.88
1.244, 15, 84.45, 985.25, 0.59, 0.05, 0.66, 321.58, 10.25, 48.99
1.275, 15, 85.91, 979.25, 0.55, 0.02, 0.65, 321.60, 10.20, 49.03
1.302, 15, 87.39, 977.75, 0.58, 0.05, 0.66, 321.59, 10.33, 48.91
1.337, 15, 89.02, 974.5, 0.66, 0.05, 0.66, 321.62, 10.48, 48.83
1.365, 15, 90.47, 975.25, 0.57, 0.05, 0.66, 321.64, 10.47, 48.91
1.396, 15, 91.97, 974.5, 0.57, 0.04, 0.65, 321.58, 10.41, 48.96
1.423, 15, 93.45, 972.75, 0.61, 0.08, 0.65, 321.51, 10.42, 48.92
1.449, 15, 186.97, 270.5, 0.61, 0.10, 0.65, 321.51, 10.53, 48.85
1.482, 15, 187.70, 271.25, 0.59, 0.07, 0.65, 321.63, 10.64, 48.79
1.514, 15, 188.95, 272.0, 0.72, 0.01, 0.66, 321.69, 10.64, 48.88
1.542, 15, 190.53, 272.5, 0.59, 0.06, 0.67, 321.68, 10.62, 48.92
1.575, 15, 192.50, 273.5, 0.63, 0.05, 0.66, 321.68, 10.56, 49.04
1.609, 15, 193.98, 274.75, 0.60, 0.03, 0.65, 321.81, 10.47, 49.17
1.646, 15, 195.23, 276.0, 0.55, 0.08, 0.66, 321.80, 10.40, 49.30
1.679, 15, 196.55, 277.75, 0.54, 0.15, 0.68, 321.71, 10.42, 49.31
1.711, 0, 230.84, 0.0, 0.60, 0.02, 0.66, 321.80, 10.45, 49.23
1.744, 0, 232.34, 0.0, 0.61, 0.12, 0.65, 321.88, 10.45, 49.20
1.770, 0, 233.84, 0.0, 0.63, 0.10, 0.65, 321.88, 10.53, 49.16
1.799, 0, 235.38, 0.0, 0.54, 0.06, 0.71, 321.78, 10.62, 49.15
1.832, 0, 236.88, 0.0, 0.60, 0.02, 0.68, 321.71, 10.51, 49.19
1.868, 0, 238.38, 0.0, 0.56, 0.02, 0.65, 321.74, 10.34, 49.19
1.914, 0, 239.88, 0.0, 0.60, 0.05, 0.66, 321.71, 10.61, 48.99
1.961, 0, 241.38, 0.0, 0.57, 0.13, 0.66, 321.82, 10.57, 49.05
1.993, 15, 349.08, 426.25, 0.65, 0.07, 0.65, 321.84, 10.53, 49.11
2.027, 15, 350.59, 423.0, 0.59, 0.17, 0.66, 321.72, 10.61, 49.07
2.062, 15, 352.30, 419.5, 0.60, 0.10, 0.66, 321.71, 10.73, 48.99
2.095, 15, 353.61, 417.25, 0.57, 0.17, 0.65, 321.73, 10.71, 49.04
2.133, 15, 355.42, 417.5, 0.59, 0.13, 0.66, 321.58, 10.76, 49.05
2.164, 15, 356.98, 415.5, 0.62, 0.11, 0.66, 321.52, 10.83, 48.97
2.197, 15, 358.38, 413.5, 0.57, 0.13, 0.65, 321.53, 10.90, 48.95
2.227, 15, 359.70, 415.75, 0.58, 0.17, 0.65, 321.57, 10.87, 49.01
2.258, 15, 62.44, 851.25, 0.63, 0.06, 0.66, 321.56, 10.78, 49.10
2.293, 15, 63.78, 891.5, 0.56, 0.09, 0.66, 321.56, 10.81, 49.12
2.320, 15, 65.27, 935.25, 0.59, 0.03, 0.66, 321.59, 10.82, 49.15
2.352, 15, 66.61, 989.75, 0.53, 0.16, 0.65, 321.59, 10.72, 49.24
2.386, 15, 68.12, 1047.75, 0.58, 0.12, 0.66, 321.50, 10.79, 49.14
2.420, 15, 69.61, 1045.5, 0.62, 0.12, 0.66, 321.44, 10.79, 49.25
2.454, 15, 71.12, 1038.75, 0.62, 0.14, 0.65, 321.53, 10.63, 49.38
2.483, 15, 72.66, 1025.5, 0.55, 0.02, 0.65, 321.57, 10.40, 49.67
2.516, 15, 106.88, 1014.5, 0.51, 0.15, 0.66, 321.55, 10.35, 49.79
2.542, 15, 108.30, 989.5, 0.59, 0.09, 0.67, 321.66, 10.49, 49.66
2.573, 15, 109.92, 901.75, 0.57, 0.12, 0.65, 321.73, 10.58, 49.61
2.604, 15, 111.83, 710.25, 0.52, 0.02, 0.65, 321.61, 10.65, 49.61
2.632, 15, 113.22, 770.25, 0.65, 0.13, 0.68, 321.53, 10.72, 49.59
2.659, 15, 114.77, 720.0, 0.66, 0.13, 0.67, 321.59, 10.77, 49.57
2.689, 15, 116.52, 676.0, 0.57, 0.10, 0.64, 321.69, 10.69, 49.69
2.720, 15, 118.19, 638.0, 0.71, 0.10, 0.66, 321.68, 10.63, 49.85
2.756, 15, 119.67, 604.0, 0.49, 0.17, 0.67, 321.71, 10.76, 49.75
2.787, 15, 204.81, 312.5, 0.58, 0.09, 0.66, 321.80, 10.86, 49.69
2.815, 15, 206.42, 316.25, 0.56, 0.13, 0.65, 321.82, 10.92, 49.65
2.842, 15, 208.00, 320.0, 0.52, 0.19, 0.66, 321.80, 10.95, 49.70
2.873, 15, 209.22, 324.75, 0.64, 0.30, 0.67, 321.73, 11.03, 49.65
2.910, 15, 211.11, 329.0, 0.55, 0.14, 0.67, 321.71, 10.97, 49.75
2.940, 15, 212.17, 334.25, 0.57, 0.12, 0.66, 321.71, 10.73, 49.96
2.968, 15, 213.69, 340.25, 0.43, 0.18, 0.66, 321.69, 10.39, 50.20
3.001, 15, 215.08, 345.5, 0.47, 0.14, 0.66, 321.66, 10.28, 50.32
3.040, 15, 216.55, 351.75, 0.55, 0.07, 0.67, 321.78, 10.41, 50.19
3.072, 15, 328.61, 469.0, 0.51, 0.16, 0.65, 321.83, 10.49, 50.05
3.098, 15, 330.08, 464.0, 0.62, 0.13, 0.66, 321.81, 10.63, 49.96
3.130, 15, 331.50, 456.25, 0.56, 0.29, 0.67, 321.83, 10.74, 49.93
3.164, 15, 333.14, 448.0, 0.54, 0.06, 0.66, 321.89, 10.55, 50.15
3.199, 15, 334.53, 445.75, 0.50, 0.03, 0.66, 321.92, 10.38, 50.30
3.226, 15, 336.39, 437.5, 0.59, 0.15, 0.67, 321.85, 10.37, 50.26
3.258, 15, 337.73, 434.75, 0.55, 0.13, 0.67, 321.82, 10.57, 50.04
3.286, 15, 339.31, 426.75, 0.60, 0.15, 0.66, 321.84, 10.79, 49.86
3.320, 15, 340.88, 422.75, 0.54, 0.18, 0.66, 321.87, 10.80, 49.82
3.351, 15, 82.80, 984.5, 0.49, 0.19, 0.66, 321.84, 10.77, 49.76
3.378, 15, 84.36, 983.25, 0.57, 0.14, 0.66, 321.85, 10.81, 49.69
3.414, 15, 85.78, 980.25, 0.55, 0.18, 0.66, 321.87, 10.84, 49.65
3.443, 15, 87.28, 977.5, 0.53, 0.18, 0.65, 321.83, 10.79, 49.68
3.469, 15, 88.77, 977.25, 0.52, 0.14, 0.66, 321.76, 10.69, 49.72
3.499, 15, 90.30, 976.0, 0.57, 0.14, 0.66, 321.81, 10.63, 49.67
3.530, 15, 91.84, 976.0, 0.50, 0.14, 0.65, 321.89, 10.65, 49.64
3.557, 15, 93.25, 978.0, 0.47, 0.07, 0.66, 321.87, 10.75, 49.55
3.594, 15, 94.77, 982.0, 0.46, 0.16, 0.66, 321.80, 10.95, 49.28
3.625, 15, 187.95, 300.0, 0.53, 0.16, 0.65, 321.84, 11.29, 48.96
3.661, 15, 189.55, 300.5, 0.59, 0.22, 0.65, 321.93, 11.46, 48.76
3.689, 15, 190.39, 302.25, 0.51, 0.16, 0.65, 321.94, 11.35, 48.78
3.721, 15, 192.12, 303.5, 0.58, 0.24, 0.66, 321.92, 11.20, 48.80
3.753, 15, 193.95, 305.5, 0.46, 0.19, 0.65, 322.03, 11.22, 48.74
3.781, 15, 195.17, 307.25, 0.49, 0.19, 0.64, 322.10, 11.24, 48.72
3.811, 15, 196.20, 309.25, 0.56, 0.19, 0.66, 322.07, 11.18, 48.69
3.840, 15, 197.70, 311.75, 0.58, 0.20, 0.67, 322.14, 11.20, 48.63
3.869, 15, 199.03, 315.0, 0.46, 0.09, 0.66, 322.27, 11.25, 48.56
3.898, 15, 287.30, 1280.5, 0.51, 0.22, 0.66, 322.43, 11.28, 48.52
3.932, 15, 288.88, 1172.0, 0.41, 0.14, 0.67, 322.48, 11.32, 48.51
3.966, 15, 290.53, 1084.5, 0.55, 0.26, 0.67, 322.50, 11.57, 48.35
3.999, 15, 292.14, 1008.75, 0.49, 0.21, 0.63, 322.65, 11.83, 48.15
4.034, 15, 293.67, 944.0, 0.53, 0.21, 0.67, 322.76, 11.97, 48.02
4.061, 15, 295.33, 886.0, 0.48, 0.28, 0.67, 322.68, 12.07, 47.93
4.087, 15, 296.91, 836.5, 0.51, 0.24, 0.67, 322.57, 12.15, 47.83
4.121, 15, 298.48, 795.75, 0.55, 0.18, 0.67, 322.56, 12.15, 47.68
4.149, 15, 300.02, 758.5, 0.55, 0.15, 0.65, 322.70, 12.26, 47.34
